Country,Year,Acts against computer systems (number),Attempted intentional homicide (number),Bribery (number),Burglary of private residential premises (number),Burglary (number),Child pornography (number),Corruption (number),Fraud (number),Intentional homicide (number),Kidnapping (number),Money laundering (number),Participation in an organized criminal group (number),Rape (number),Robbery (number),Serious assault (number),Sexual assault (number),Sexual exploitation (number),Sexual violence (number),Theft of a motorized vehicle or parts thereof (number),Theft (number),Unlawful acts involving controlled drugs or precursors (number),Total Crimes number,Acts against computer systems (per100k),Attempted intentional homicide (per100k),Bribery (per100k),Burglary of private residential premises (per100k),Burglary (per100k),Child pornography (per100k),Corruption (per100k),Fraud (per100k),Intentional homicide (per100k),Kidnapping (per100k),Money laundering (per100k),Participation in an organized criminal group (per100k),Rape (per100k),Robbery (per100k),Serious assault (per100k),Sexual assault (per100k),Sexual exploitation (per100k),Sexual violence (per100k),Theft of a motorized vehicle or parts thereof (per100k),Theft (per100k),Unlawful acts involving controlled drugs or precursors (per100k),Total Crimes per100k
Hungary,2014,,106.0,,24126.0,29883.0,,,,129.0,3.0,,,318.0,1954.0,13475.0,227.0,,773.0,4803.0,106939.0,6123.0,188859.0,,1.07,,244.26,302.54,,,,1.31,0.03,,,3.22,19.78,136.42,2.3,,7.83,48.63,1082.67,61.99,1912.0500000000002
Hungary,2015,,86.0,,20291.0,28595.0,,,,202.0,11.0,,,380.0,1440.0,12472.0,241.0,,1686.0,3175.0,111326.0,6028.0,185933.0,,0.87,,205.88,290.14,,,,2.05,0.11,,,3.86,14.61,126.55,2.45,,17.11,32.22,1129.57,61.16,1886.5800000000002
Hungary,2016,,97.0,968.0,,,270.0,1165.0,45000.0,91.0,5.0,51.0,,598.0,1104.0,,,523.0,600.0,,93592.0,5758.0,149822.0,,0.99,9.85,,,2.75,11.85,457.76,0.93,0.05,0.52,,6.08,11.23,,,5.32,6.1,,952.06,58.57,1524.0599999999997
Hungary,2017,5069.0,72.0,1005.0,,,1433.0,1281.0,25389.0,85.0,3.0,87.0,,588.0,841.0,,,1634.0,588.0,,80335.0,6462.0,124872.0,51.74,0.73,10.26,,,14.63,13.07,259.14,0.87,0.03,0.89,,6.0,8.58,,,16.68,6.0,,819.95,65.96,1274.53
Hungary,2018,3622.0,59.0,1871.0,,,209.0,2238.0,21075.0,83.0,3.0,241.0,,541.0,696.0,,,476.0,541.0,,64190.0,8021.0,103866.0,37.04,0.6,19.13,,,2.14,22.89,215.53,0.85,0.03,2.46,,5.53,7.12,,,4.87,5.53,,656.45,82.03,1062.2
Hungary,2019,3242.0,55.0,387.0,,,248.0,1806.0,16936.0,58.0,5.0,188.0,,381.0,633.0,,,336.0,385.0,,56967.0,6542.0,88169.0,33.17,0.56,3.96,,,2.54,18.48,173.3,0.59,0.05,1.92,,3.9,6.48,,,3.44,3.94,,582.92,66.94,902.19
Hungary,2020,4301.0,92.0,2025.0,,,269.0,2377.0,15451.0,77.0,11.0,301.0,,504.0,608.0,,,371.0,504.0,,50441.0,6504.0,83836.0,44.02,0.94,20.73,,,2.75,24.33,158.16,0.79,0.11,3.08,,5.16,6.22,,,3.8,5.16,,516.31,66.57,858.1299999999999
Hungary,2021,3860.0,63.0,6148.0,,,390.0,6516.0,15458.0,67.0,4.0,351.0,,473.0,541.0,,,496.0,473.0,,42428.0,6971.0,84239.0,39.67,0.65,63.18,,,4.01,66.96,158.86,0.69,0.04,3.61,,4.86,5.56,,,5.1,4.86,,436.02,71.64,865.71
Hungary,2022,5892.0,99.0,818.0,,,,1111.0,20844.0,85.0,7.0,533.0,,587.0,533.0,,,462.0,587.0,,48616.0,7418.0,87592.0,60.81,1.02,8.44,,,,11.47,215.13,0.88,0.07,5.5,,6.06,5.5,,,4.77,6.06,,501.76,76.56,904.03
Iceland,2008,,,,,2731.0,,,,0.0,,,,68.0,43.0,77.0,,,,427.0,4718.0,1461.0,9525.0,,,,,865.72,,,,0.0,,,,21.56,13.63,24.41,,,,135.36,1495.6,463.13,3019.41
Iceland,2009,,4.0,,968.0,3524.0,,,,1.0,,,,78.0,60.0,79.0,,,,546.0,5589.0,1290.0,12139.0,,1.25,,303.1,1103.43,,,,0.31,,,,24.42,18.79,24.74,,,,170.96,1750.02,403.92,3800.9400000000005
Iceland,2010,,4.0,,941.0,2866.0,,,,2.0,,,,98.0,42.0,57.0,,,,450.0,4920.0,1500.0,10880.0,,1.26,,296.26,902.31,,,,0.63,,,,30.85,13.22,17.95,,,,141.67,1548.97,472.25,3425.37
Iceland,2011,,3.0,,613.0,1900.0,,,,3.0,,,,128.0,42.0,60.0,,,,443.0,4203.0,1733.0,9128.0,,0.94,,192.49,596.64,,,,0.94,,,,40.19,13.19,18.84,,,,139.11,1319.82,544.2,2866.3599999999997
Iceland,2012,,6.0,,453.0,1374.0,,,,1.0,,,,122.0,50.0,74.0,,,,335.0,4147.0,1874.0,8436.0,,1.88,,141.75,429.95,,,,0.31,,,,38.18,15.65,23.16,,,,104.83,1297.66,586.4,2639.77
Iceland,2013,,5.0,,382.0,1092.0,,,,1.0,,,,180.0,49.0,92.0,56.0,,731.0,239.0,4102.0,2134.0,9063.0,,1.55,,118.69,339.28,,,,0.31,,,,55.93,15.22,28.58,17.4,,227.12,74.26,1274.48,663.03,2815.8500000000004
Iceland,2014,,5.0,,389.0,1143.0,,,,2.0,,,,129.0,51.0,101.0,41.0,,419.0,392.0,3670.0,2350.0,8692.0,,1.54,,119.45,350.97,,,,0.61,,,,39.61,15.66,31.01,12.59,,128.66,120.37,1126.9,721.59,2668.96
Iceland,2015,,1.0,,402.0,1273.0,,,,3.0,,,,178.0,53.0,85.0,45.0,,442.0,69.0,4032.0,1880.0,8463.0,,0.3,,122.15,386.81,,,,0.91,,,,54.09,16.1,25.83,13.67,,134.31,20.96,1225.16,571.25,2571.54
Iceland,2016,,6.0,,309.0,1038.0,,,,1.0,,,,185.0,50.0,74.0,45.0,,498.0,577.0,3472.0,1846.0,8101.0,,1.8,,92.92,312.15,,,,0.3,,,,55.63,15.04,22.25,13.53,,149.76,17.14,1044.12,555.14,2279.7799999999997
Iceland,2017,,8.0,,383.0,1060.0,,,463.0,3.0,,,,213.0,49.0,103.0,69.0,,476.0,80.0,3822.0,2169.0,8898.0,,2.36,,113.2,313.29,,,136.84,0.89,,,,62.95,14.48,30.44,20.39,,140.68,23.64,1129.6,641.05,2629.8100000000004
Iceland,2018,,5.0,,508.0,1286.0,3.0,,537.0,2.0,,104.0,,263.0,77.0,122.0,40.0,,551.0,77.0,3285.0,2240.0,9100.0,,1.43,,145.79,369.06,0.86,,154.11,0.57,,29.85,,75.48,22.1,35.01,11.48,,158.13,22.1,942.75,642.85,2611.57
Iceland,2019,,2.0,,,1161.0,5.0,,596.0,1.0,,245.0,,215.0,54.0,97.0,71.0,162.0,658.0,25.0,3476.0,2174.0,8942.0,,0.56,,,325.22,1.4,,166.95,0.28,,68.63,,60.23,15.13,27.17,19.89,45.38,184.32,7.0,973.69,608.98,2504.83
Iceland,2020,,5.0,,388.0,1059.0,33.0,,673.0,3.0,,288.0,,158.0,75.0,132.0,48.0,84.0,520.0,29.0,3503.0,1730.0,8728.0,,1.37,,106.55,290.83,9.06,,184.82,0.82,,79.09,,43.39,20.6,36.25,13.18,23.07,142.8,7.96,962.01,475.1,2396.9
Iceland,2021,,8.0,,490.0,1048.0,44.0,,641.0,2.0,,258.0,,211.0,60.0,120.0,57.0,85.0,646.0,13.0,3760.0,1686.0,9129.0,,2.17,,132.87,284.17,11.93,,173.81,0.54,,69.96,,57.21,16.27,32.54,15.46,23.05,175.17,3.53,1019.54,457.17,2475.39
Iceland,2022,,12.0,,,1086.0,,,546.0,4.0,,156.0,,256.0,66.0,146.0,82.0,34.0,622.0,22.0,3414.0,1710.0,8156.0,,3.19,,,288.64,,,145.12,1.06,,41.46,,68.04,17.54,38.8,21.79,9.04,165.32,5.85,907.38,454.49,2167.7200000000003
Ireland,2008,,11.0,,,25262.0,,,,51.0,58.0,,,331.0,2328.0,3843.0,869.0,,1200.0,14461.0,76821.0,23356.0,148591.0,,0.24,,,566.69,,,,1.14,1.3,,,7.42,52.22,86.2,19.49,,26.91,324.4,1723.3,523.93,3333.2399999999993
Ireland,2009,,7.0,,,27502.0,,,,53.0,84.0,,,364.0,2522.0,3718.0,1082.0,,1446.0,13311.0,76913.0,21872.0,148874.0,,0.15,,,608.27,,,,1.17,1.85,,,8.05,55.78,82.23,23.93,,31.98,294.4,1701.11,483.75,3292.67
Ireland,2010,,7.0,,,26095.0,,,,55.0,82.0,,,468.0,3234.0,3681.0,1665.0,,2133.0,11619.0,76653.0,19793.0,145485.0,,0.15,,,573.58,,,,1.21,1.8,,,10.28,71.08,80.91,36.59,,46.88,255.39,1684.89,435.06,3197.82
Ireland,2011,,8.0,,,28190.0,,,,42.0,77.0,,,446.0,2954.0,3541.0,1361.0,,1807.0,10481.0,76669.0,17572.0,143148.0,,0.17,,,616.73,,,,0.92,1.68,,,9.75,64.62,77.46,29.77,,39.53,229.29,1677.33,384.43,3131.68
Ireland,2012,,9.0,,,28439.0,,,,52.0,65.0,,,457.0,2811.0,3213.0,1378.0,,1835.0,8478.0,76113.0,16381.0,139231.0,,0.19,,,620.57,,,,1.13,1.41,,,9.97,61.33,70.11,30.06,,40.04,184.99,1660.87,357.45,3038.12
Ireland,2013,,13.0,,,26291.0,,,,51.0,80.0,,,391.0,2795.0,3071.0,1387.0,,1778.0,7359.0,78431.0,15326.0,136973.0,,0.28,,,572.65,,,,1.11,1.74,,,8.52,60.88,66.89,30.21,,38.73,160.29,1708.33,333.82,2983.4500000000003
Ireland,2014,,15.0,,,27679.0,,,,53.0,60.0,,,480.0,2650.0,3163.0,1384.0,,1864.0,7764.0,77619.0,15863.0,138594.0,,0.33,,,596.81,,,,1.15,1.3,,,10.35,57.14,68.2,29.84,,40.19,167.41,1673.6,342.03,2988.3499999999995
Ireland,2015,,13.0,,,25712.0,,,,30.0,92.0,,,666.0,2424.0,3516.0,1404.0,,2306.0,4902.0,72716.0,14553.0,128334.0,,0.28,,,549.68,,,,0.64,1.97,,,14.24,51.82,75.17,30.02,,49.3,104.8,1554.55,311.12,2743.5899999999997
Ireland,2016,,24.0,,,18082.0,286.0,,4902.0,34.0,74.0,,,696.0,1955.0,3638.0,1533.0,316.0,2545.0,3397.0,62017.0,15310.0,114809.0,,0.51,,,382.58,6.05,,103.72,0.72,1.57,,,14.73,41.36,76.97,32.44,6.69,53.85,71.87,1312.17,323.93,2429.16
Ireland,2017,,13.0,,,18765.0,340.0,4.0,3944.0,39.0,79.0,,,839.0,2018.0,4101.0,1692.0,363.0,2531.0,3457.0,66923.0,16267.0,121375.0,,0.27,,,392.21,7.11,0.08,82.43,0.82,1.65,,,17.54,42.18,85.72,35.37,7.59,52.9,72.26,1398.78,340.0,2536.91
Ireland,2018,37.0,14.0,,,16621.0,398.0,6.0,4552.0,39.0,85.0,,,1030.0,2179.0,4546.0,1776.0,423.0,2806.0,3723.0,64473.0,17734.0,120442.0,0.77,0.29,,,344.09,8.24,0.12,94.24,0.81,1.76,,,21.32,45.11,94.11,36.77,8.76,58.09,77.07,1334.74,367.13,2493.42
Ireland,2019,102.0,27.0,,,16415.0,500.0,5.0,5635.0,32.0,87.0,254.0,,1065.0,2036.0,5046.0,1793.0,514.0,2858.0,3585.0,65405.0,20596.0,125955.0,2.08,0.55,,,334.71,10.2,0.1,114.9,0.65,1.77,5.18,,21.72,41.52,102.89,36.56,10.48,58.28,73.1,1333.64,419.96,2568.29
Ireland,2020,72.0,19.0,,,10575.0,449.0,7.0,5900.0,32.0,106.0,624.0,,1035.0,1402.0,4263.0,1569.0,454.0,2604.0,2584.0,48785.0,22173.0,102653.0,1.45,0.38,,,213.01,9.04,0.14,118.85,0.64,2.14,12.57,,20.85,28.24,85.87,31.6,9.15,52.45,52.05,982.69,446.64,2067.7599999999998
Ireland,2021,108.0,16.0,,,8383.0,506.0,8.0,15212.0,23.0,100.0,833.0,,1093.0,1172.0,4874.0,1880.0,504.0,2973.0,2777.0,44553.0,19193.0,104208.0,2.16,0.32,,,167.45,10.11,0.16,303.86,0.46,2.0,16.64,,21.83,23.41,97.36,37.55,10.07,59.38,55.47,889.93,383.38,2081.54
Ireland,2022,100.0,12.0,,,9182.0,,4.0,10256.0,44.0,91.0,545.0,,1102.0,1408.0,6092.0,2073.0,375.0,3175.0,4109.0,62282.0,16664.0,117514.0,1.98,0.24,,,181.46,,0.08,202.69,0.87,1.8,10.77,,21.78,27.83,120.4,40.97,7.41,62.75,81.21,1230.87,329.33,2322.44
Italy,2008,,1621.0,,150761.0,,,,,615.0,325.0,,,,64535.0,65791.0,4893.0,,,229961.0,1223105.0,34082.0,1775689.0,,2.76,,257.04,,,,,1.05,0.55,,,,110.03,112.17,8.34,,,392.07,2085.33,58.11,3027.4500000000003
Italy,2009,,1346.0,,150843.0,,,,,590.0,349.0,,,,50732.0,65611.0,4963.0,,,213407.0,1152323.0,34101.0,1674265.0,,2.28,,255.66,,,,,1.0,0.59,,,,85.99,111.2,8.41,,,361.7,1953.07,57.8,2837.7
Italy,2010,,1309.0,,169163.0,,,,,529.0,351.0,,,,47996.0,64866.0,4813.0,,,197583.0,944025.0,32761.0,1463396.0,,2.21,,285.8,,,,,0.89,0.59,,,,81.09,109.59,8.13,,,333.81,1594.9,55.35,2472.36
Italy,2011,,1399.0,,204891.0,,,,,552.0,356.0,,,,58206.0,68500.0,4617.0,,,198774.0,1038883.0,34034.0,1610212.0,,2.36,,345.14,,,,,0.93,0.6,,,,98.05,115.39,7.78,,,334.84,1750.0,57.33,2712.42
Italy,2012,,1327.0,,237355.0,,,,,530.0,341.0,,,,62641.0,69527.0,4689.0,,,196589.0,1066669.0,33852.0,1673520.0,,2.23,,399.63,,,,,0.89,0.57,,,,105.47,117.06,7.89,,,330.99,1795.91,57.0,2817.6400000000003
Italy,2013,,1222.0,,251422.0,,,,,506.0,325.0,,,,63770.0,66317.0,4488.0,,4488.0,183486.0,1303355.0,33578.0,1912957.0,,2.05,,421.25,,,,,0.85,0.54,,,,106.84,111.11,7.52,,7.52,307.42,2183.71,56.26,3205.07
Italy,2014,,1250.0,,255886.0,,,,,487.0,297.0,,,,39236.0,973.0,4257.0,,4754.0,176461.0,1317327.0,32718.0,1833646.0,,2.06,,420.99,,,,,0.8,0.49,,,,64.55,1.6,7.0,,7.82,290.31,2167.27,53.83,3016.72
Italy,2015,,1203.0,,234726.0,,,,,471.0,287.0,,,,35086.0,1047.0,4000.0,,4511.0,165650.0,1229103.0,31786.0,1707870.0,,1.98,,386.09,,,,,0.77,0.47,,,,57.71,1.72,6.58,,7.42,272.47,2021.7,52.28,2809.19
Italy,2016,,1079.0,525.0,214053.0,,513.0,21303.0,182103.0,404.0,197.0,1805.0,780.0,,33422.0,995.0,,2321.0,4513.0,156942.0,1132814.0,35189.0,1788958.0,,1.78,0.87,352.84,,0.85,35.12,300.18,0.67,0.32,2.98,1.29,,55.09,1.64,,3.83,7.44,258.7,1867.31,58.0,2948.91
Italy,2017,9430.0,1098.0,533.0,195824.0,,581.0,3572.0,194068.0,376.0,198.0,1941.0,691.0,,31167.0,1117.0,,2294.0,5115.0,145758.0,1069965.0,38339.0,1702067.0,15.56,1.81,0.88,323.2,,0.96,5.9,320.3,0.62,0.33,3.2,1.14,,51.44,1.84,,3.79,8.44,240.57,1765.93,63.28,2809.19
Italy,2018,12042.0,1050.0,408.0,191374.0,,628.0,3367.0,218865.0,359.0,185.0,1959.0,614.0,,28986.0,984.0,,2183.0,5381.0,141132.0,1016570.0,38776.0,1664863.0,19.91,1.74,0.67,316.4,,1.04,5.57,361.86,0.59,0.31,3.24,1.02,,47.92,1.63,,3.61,8.9,233.34,1680.73,64.11,2752.59
Italy,2019,14915.0,1019.0,460.0,165329.0,,823.0,3469.0,278958.0,317.0,128.0,2218.0,556.0,,24821.0,1005.0,,2322.0,5402.0,131148.0,906552.0,37698.0,1577140.0,24.93,1.7,0.77,276.39,,1.38,5.8,466.35,0.53,0.21,3.71,0.93,,41.5,1.68,,3.88,9.03,219.25,1515.55,63.02,2636.61
Italy,2020,17990.0,876.0,409.0,109503.0,,1101.0,3770.0,353688.0,285.0,117.0,2097.0,602.0,,20479.0,840.0,,2515.0,4918.0,101042.0,612230.0,33876.0,1266338.0,30.16,1.47,0.69,183.6,,1.85,6.32,593.02,0.48,0.2,3.52,1.01,,34.34,1.41,,4.22,8.25,169.42,1026.52,56.8,2123.28
Italy,2021,20103.0,928.0,343.0,124715.0,,1241.0,3842.0,440418.0,303.0,118.0,1687.0,704.0,,22537.0,868.0,,2566.0,5766.0,110171.0,702153.0,29867.0,1468330.0,33.94,1.57,0.58,210.54,,2.1,6.49,743.49,0.51,0.2,2.85,1.19,,38.05,1.47,,4.33,9.73,185.99,1185.34,50.42,2478.79
Italy,2022,32720.0,1018.0,355.0,133802.0,,,3671.0,410198.0,322.0,144.0,1561.0,442.0,,26181.0,863.0,,2247.0,6814.0,125764.0,844951.0,29153.0,1620206.0,55.43,1.72,0.6,226.67,,,6.22,694.9,0.55,0.24,2.64,0.75,,44.35,1.46,,3.81,11.54,213.05,1431.39,49.39,2744.7099999999996
Kosovo*,2008,,157.0,,2376.0,6155.0,,,,113.0,46.0,,,50.0,421.0,3376.0,111.0,,161.0,463.0,15466.0,314.0,29209.0,,7.29,,110.35,285.86,,,,5.25,2.14,,,2.32,19.55,156.79,5.16,,7.48,21.5,718.3,14.58,1356.57
Kosovo*,2009,,183.0,,2305.0,5893.0,,,,73.0,50.0,,,44.0,586.0,3539.0,93.0,,137.0,389.0,13771.0,364.0,27427.0,,8.39,,105.7,270.24,,,,3.35,2.29,,,2.02,26.87,162.29,4.26,,6.28,17.84,631.5,16.69,1257.72
Kosovo*,2010,,151.0,,2977.0,7019.0,,,,106.0,43.0,,,33.0,566.0,3760.0,89.0,,122.0,339.0,15234.0,482.0,30921.0,,6.84,,134.82,317.87,,,,4.8,1.95,,,1.49,25.63,170.28,4.03,,5.53,15.35,689.91,21.83,1400.33
Kosovo*,2011,,197.0,,3329.0,7604.0,,,,62.0,31.0,,,24.0,629.0,3743.0,101.0,,125.0,434.0,17141.0,535.0,33955.0,,10.98,,185.54,423.81,,,,3.46,1.73,,,1.34,35.06,208.62,5.63,,6.97,24.19,955.37,29.82,1892.5200000000002
Kosovo*,2012,,161.0,,3256.0,6989.0,,,,90.0,33.0,,,33.0,527.0,3805.0,109.0,,142.0,316.0,16292.0,554.0,32307.0,,,,,,,,,,,,,,,,,,,,,,0.0
Kosovo*,2013,,168.0,,6566.0,7655.0,,,,41.0,34.0,,,32.0,510.0,653.0,48.0,,201.0,386.0,16962.0,533.0,33789.0,,,,,,,,,,,,,,,,,,,,,,0.0
Kosovo*,2014,,167.0,,5348.0,7379.0,,,,38.0,26.0,,,29.0,446.0,818.0,54.0,,95.0,223.0,8228.0,649.0,23500.0,,,,,,,,,,,,,,,,,,,,,,0.0
Kosovo*,2015,,156.0,,4207.0,5681.0,,,,27.0,24.0,,,31.0,284.0,393.0,55.0,,94.0,280.0,12295.0,401.0,23928.0,,,,,,,,,,,,,,,,,,,,,,0.0
Kosovo*,2016,181.0,147.0,48.0,4467.0,5954.0,6.0,260.0,538.0,29.0,22.0,4.0,5.0,28.0,288.0,363.0,56.0,342.0,99.0,295.0,12593.0,586.0,26311.0,10.22,8.3,2.71,252.14,336.08,0.34,14.68,30.37,1.64,1.24,0.23,0.28,1.58,16.26,20.49,3.16,19.3,5.59,16.65,710.82,33.08,1485.1599999999999
Kosovo*,2017,154.0,134.0,44.0,,5172.0,6.0,,535.0,33.0,16.0,5.0,5.0,29.0,306.0,331.0,50.0,350.0,441.0,233.0,5569.0,1328.0,14741.0,8.63,7.51,2.47,,289.99,0.34,,30.0,1.85,0.9,0.28,0.28,1.63,17.16,18.56,2.8,19.62,24.73,13.06,312.25,74.46,826.5200000000001
Kosovo*,2018,,139.0,39.0,,5202.0,8.0,,628.0,43.0,16.0,3.0,2.0,32.0,322.0,304.0,46.0,277.0,363.0,214.0,5569.0,1541.0,14748.0,,7.73,2.17,,289.24,0.44,,34.92,2.39,0.89,0.17,0.11,1.78,17.9,16.9,2.56,15.4,20.18,11.9,309.65,85.68,820.01
Kosovo*,2019,,116.0,20.0,,4157.0,4.0,,658.0,23.0,21.0,6.0,3.0,50.0,205.0,275.0,61.0,40.0,153.0,148.0,4835.0,1483.0,12258.0,,6.46,1.11,,231.5,0.22,,36.64,1.28,1.17,0.33,0.17,2.78,11.42,15.31,3.4,2.23,8.52,8.24,269.26,82.59,682.63
Kosovo*,2020,,115.0,40.0,,3839.0,5.0,,468.0,28.0,15.0,4.0,5.0,60.0,167.0,274.0,56.0,,,116.0,4224.0,1213.0,10629.0,,6.45,2.24,,215.42,0.28,,26.26,1.57,0.84,0.22,0.28,3.37,9.37,15.37,3.14,,,6.51,237.02,68.07,596.4100000000001
Kosovo*,2021,,110.0,,,3584.0,10.0,,,26.0,10.0,,,100.0,171.0,316.0,73.0,,,138.0,4621.0,315.0,9474.0,,,,,,0.56,,,,,,,,,,,,,,,,0.56
Latvia,2008,,20.0,,1717.0,2817.0,,,,99.0,3.0,,,100.0,1441.0,1346.0,,,,2205.0,25844.0,2512.0,38104.0,,0.91,,78.34,128.52,,,,4.52,0.14,,,4.56,65.74,61.41,,,,100.6,1179.12,114.61,1738.4699999999998
Latvia,2009,,0.0,,1809.0,2876.0,,,,108.0,9.0,,,69.0,1516.0,1215.0,,,,2096.0,29163.0,2307.0,41168.0,,0.0,,83.64,132.97,,,,4.99,0.42,,,3.19,70.09,56.18,,,,96.91,1348.37,106.67,1903.4299999999998
Latvia,2010,,13.0,,800.0,1535.0,,,,70.0,8.0,,,78.0,1072.0,1226.0,,,,1441.0,25659.0,2189.0,34091.0,,0.61,,37.73,72.39,,,,3.3,0.38,,,3.68,50.55,57.82,,,,67.96,1210.04,103.23,1607.69
Latvia,2011,,22.0,,,,,,,69.0,7.0,,,50.0,1047.0,1161.0,,,,,,1967.0,4323.0,,1.06,,,,,,,3.33,0.34,,,2.41,50.47,55.96,,,,,,94.81,208.38
Latvia,2012,,13.0,,731.0,977.0,,,,97.0,1.0,,,64.0,943.0,1325.0,,,,910.0,21341.0,2750.0,29152.0,,0.64,,35.75,47.78,,,,4.74,0.05,,,3.13,46.12,64.8,,,,44.5,1043.67,134.49,1425.67
Latvia,2013,,5.0,,703.0,955.0,,,,69.0,18.0,,,73.0,917.0,458.0,304.0,,452.0,1347.0,20623.0,1637.0,27561.0,,0.25,,34.74,47.19,,,,3.41,0.89,,,3.61,45.31,22.63,15.02,,22.33,66.56,1019.01,80.89,1361.8400000000001
Latvia,2014,,4.0,,432.0,612.0,,,,77.0,17.0,,,75.0,809.0,569.0,369.0,,553.0,1323.0,20578.0,2697.0,28115.0,,0.2,,21.58,30.58,,,,3.85,0.85,,,3.75,40.42,28.43,18.44,,27.63,66.1,1028.15,134.75,1404.73
Latvia,2015,,2.0,,255.0,501.0,,,,81.0,17.0,,,60.0,779.0,534.0,243.0,,466.0,1483.0,19387.0,3529.0,27337.0,,0.1,,12.84,25.23,,,,4.08,0.86,,,3.02,39.22,26.89,12.24,,23.46,74.67,976.14,177.69,1376.44
Latvia,2016,,14.0,232.0,1733.0,6365.0,312.0,287.0,1786.0,111.0,8.0,120.0,,142.0,651.0,657.0,83.0,333.0,220.0,975.0,14570.0,2663.0,31262.0,,0.71,11.78,88.02,323.27,15.85,14.58,90.71,5.64,0.41,6.09,,7.21,33.06,33.37,4.22,16.91,11.17,49.52,739.99,135.25,1587.7599999999998
Latvia,2017,5.0,18.0,125.0,1429.0,5231.0,158.0,185.0,1503.0,109.0,4.0,123.0,,161.0,604.0,657.0,112.0,187.0,262.0,342.0,14534.0,2989.0,28738.0,0.26,0.92,6.41,73.28,268.24,8.1,9.49,77.07,5.59,0.21,6.31,,8.26,30.97,33.69,5.74,9.59,13.44,17.54,745.29,153.27,1473.67
Latvia,2018,18.0,23.0,147.0,1283.0,4877.0,159.0,242.0,1758.0,101.0,10.0,196.0,,176.0,534.0,646.0,133.0,194.0,295.0,335.0,14047.0,2607.0,27781.0,0.93,1.19,7.6,66.33,252.12,8.22,12.51,90.88,5.22,0.52,10.13,,9.1,27.61,33.4,6.88,10.03,15.25,17.32,726.18,134.77,1436.19
Latvia,2019,5.0,30.0,103.0,1028.0,4210.0,189.0,354.0,1580.0,91.0,13.0,335.0,,171.0,493.0,639.0,136.0,245.0,303.0,452.0,13111.0,2355.0,25843.0,0.26,1.56,5.36,53.54,219.27,9.84,18.44,82.29,4.74,0.68,17.45,,8.91,25.68,33.28,7.08,12.76,15.78,23.54,682.88,122.66,1346.0
Latvia,2020,5.0,20.0,121.0,833.0,3803.0,191.0,182.0,1731.0,93.0,12.0,415.0,,202.0,435.0,596.0,115.0,224.0,309.0,771.0,12799.0,1975.0,24832.0,0.26,1.05,6.34,43.67,199.35,10.01,9.54,90.74,4.88,0.63,21.75,,10.59,22.8,31.24,6.03,11.74,16.2,40.42,670.92,103.53,1301.6899999999998
Latvia,2021,16.0,19.0,147.0,522.0,2779.0,227.0,205.0,2973.0,98.0,6.0,422.0,,172.0,263.0,549.0,173.0,292.0,335.0,427.0,7900.0,1463.0,18988.0,0.85,1.0,7.76,27.57,146.79,11.99,10.83,157.03,5.18,0.32,22.29,,9.09,13.89,29.0,9.14,15.42,17.69,22.55,417.28,77.28,1002.95
Latvia,2022,41.0,24.0,150.0,475.0,2762.0,,195.0,2322.0,76.0,10.0,463.0,,242.0,280.0,539.0,169.0,220.0,399.0,505.0,9621.0,1266.0,19759.0,2.19,1.28,8.0,25.32,147.25,,10.4,123.79,4.05,0.53,24.68,,12.9,14.93,28.74,9.01,11.73,21.27,26.92,512.91,67.49,1053.3899999999999
Liechtenstein,2008,,1.0,,105.0,107.0,,,,1.0,0.0,,,3.0,1.0,88.0,,,,16.0,178.0,210.0,710.0,,2.83,,296.98,302.64,,,,2.83,0.0,,,8.49,2.83,248.9,,,,45.25,503.45,593.96,2008.16
Liechtenstein,2009,,0.0,,193.0,195.0,,,,0.0,0.0,,,0.0,2.0,90.0,,,,7.0,201.0,357.0,1045.0,,0.0,,542.3,547.92,,,,0.0,0.0,,,0.0,5.62,252.89,,,,19.67,564.78,1003.12,2936.3
Liechtenstein,2010,,0.0,,,102.0,,,,1.0,0.0,,,0.0,2.0,77.0,,,,3.0,174.0,531.0,890.0,,0.0,,,284.17,,,,2.79,0.0,,,0.0,5.57,214.52,,,,8.36,484.76,1479.36,2479.5299999999997
Liechtenstein,2011,,3.0,,90.0,98.0,,,,0.0,0.0,,,2.0,1.0,78.0,,,,1.0,184.0,434.0,891.0,,8.3,,248.97,271.1,,,,0.0,0.0,,,5.53,2.77,215.77,,,,2.77,509.0,1200.59,2464.8
Liechtenstein,2012,,0.0,,51.0,140.0,,,,0.0,0.0,,,4.0,5.0,69.0,,,,6.0,197.0,257.0,729.0,,0.0,,139.82,383.82,,,,0.0,0.0,,,10.97,13.71,189.17,,,,16.45,540.1,704.59,1998.63
Liechtenstein,2013,,0.0,,92.0,125.0,,,,0.0,0.0,,,3.0,1.0,103.0,39.0,,6.0,5.0,233.0,432.0,1039.0,,0.0,,249.74,339.32,,,,0.0,0.0,,,8.14,2.71,279.6,105.87,,16.29,13.57,632.5,1172.7,2820.44
Liechtenstein,2014,,1.0,,116.0,222.0,,,,1.0,0.0,,,5.0,1.0,120.0,14.0,,8.0,5.0,214.0,378.0,1085.0,,2.69,,312.42,597.92,,,,2.69,0.0,,,13.47,2.69,323.2,37.71,,21.55,13.47,576.37,1018.07,2922.25
