Country,Year,Acts against computer systems (number),Attempted intentional homicide (number),Bribery (number),Burglary of private residential premises (number),Burglary (number),Child pornography (number),Corruption (number),Fraud (number),Intentional homicide (number),Kidnapping (number),Money laundering (number),Participation in an organized criminal group (number),Rape (number),Robbery (number),Serious assault (number),Sexual assault (number),Sexual exploitation (number),Sexual violence (number),Theft of a motorized vehicle or parts thereof (number),Theft (number),Unlawful acts involving controlled drugs or precursors (number),Total Crimes number,Acts against computer systems (per100k),Attempted intentional homicide (per100k),Bribery (per100k),Burglary of private residential premises (per100k),Burglary (per100k),Child pornography (per100k),Corruption (per100k),Fraud (per100k),Intentional homicide (per100k),Kidnapping (per100k),Money laundering (per100k),Participation in an organized criminal group (per100k),Rape (per100k),Robbery (per100k),Serious assault (per100k),Sexual assault (per100k),Sexual exploitation (per100k),Sexual violence (per100k),Theft of a motorized vehicle or parts thereof (per100k),Theft (per100k),Unlawful acts involving controlled drugs or precursors (per100k),Total Crimes per100k
North Macedonia,2012,,48.0,,1987.0,14985.0,,,,28.0,19.0,,,43.0,469.0,211.0,,,,371.0,6034.0,594.0,24789.0,,2.33,,96.47,727.5,,,,1.36,0.92,,,2.09,22.77,10.24,,,,18.01,292.94,28.84,1203.47
North Macedonia,2013,,52.0,,2639.0,15109.0,,,,20.0,18.0,,,38.0,468.0,216.0,113.0,,151.0,507.0,5530.0,,24861.0,,2.52,,127.96,732.63,,,,0.97,0.87,,,1.84,22.69,10.47,5.48,,7.32,24.58,268.15,,1205.48
North Macedonia,2014,,75.0,,2881.0,13108.0,,,,25.0,8.0,,,45.0,305.0,213.0,,,135.0,542.0,4983.0,22.0,22342.0,,3.63,,139.46,634.53,,,,1.21,0.39,,,2.18,14.76,10.31,,,6.54,26.24,241.22,1.06,1081.5299999999997
North Macedonia,2015,,47.0,,,,,,,21.0,11.0,,,41.0,278.0,154.0,,,120.0,,,17.0,689.0,,2.27,,,,,,,1.01,0.53,,,1.98,13.44,7.44,,,5.8,,,0.82,33.29
North Macedonia,2016,,58.0,,,,,,,17.0,10.0,,,36.0,248.0,173.0,,,114.0,,,31.0,687.0,,2.8,,,,,,,0.82,0.48,,,1.74,11.97,8.35,,,5.5,,,1.5,33.160000000000004
North Macedonia,2017,,56.0,,,,,,,25.0,7.0,,,35.0,417.0,148.0,,,102.0,,,,790.0,,2.7,,,,,,,1.21,0.34,,,1.69,20.11,7.14,,,4.92,,,,38.11
North Macedonia,2019,,24.0,7.0,,,,7.0,,22.0,15.0,,,35.0,383.0,161.0,,,87.0,,,896.0,1637.0,,1.16,0.34,,,,0.34,,1.06,0.72,,,1.69,18.44,7.75,,,4.19,,,43.14,78.83000000000001
North Macedonia,2020,,,6.0,,,,6.0,,10.0,2.0,,,38.0,264.0,145.0,,,113.0,,,733.0,1317.0,,,0.29,,,,0.29,,0.48,0.1,,,1.83,12.72,6.98,,,5.44,,,35.3,63.43
North Macedonia,2021,,31.0,7.0,,,,7.0,,13.0,8.0,,,25.0,275.0,148.0,,,93.0,,,701.0,1308.0,,1.5,0.34,,,,0.34,,0.63,0.39,,,1.21,13.29,7.15,,,4.5,,,33.88,63.230000000000004
North Macedonia,2022,,29.0,16.0,,,,16.0,,18.0,7.0,,,18.0,322.0,137.0,,,89.0,,,749.0,1401.0,,1.58,0.87,,,,0.87,,0.98,0.38,,,0.98,17.53,7.46,,,4.84,,,40.77,76.26
Northern Ireland (UK) (NUTS 2021),2008,,121.0,,7041.0,12040.0,,,,24.0,83.0,,,368.0,1149.0,1549.0,1409.0,,1777.0,3076.0,24380.0,607.0,53624.0,,6.83,,397.72,680.09,,,,1.36,4.69,,,20.79,64.9,87.5,79.59,,100.37,173.75,1377.12,34.29,3029.0
Northern Ireland (UK) (NUTS 2021),2009,,114.0,,7524.0,12699.0,,,,29.0,82.0,,,422.0,1315.0,1605.0,1347.0,,1769.0,2936.0,28608.0,631.0,59081.0,,6.38,,421.23,710.96,,,,1.62,4.59,,,23.63,73.62,89.86,75.41,,99.04,164.37,1601.62,35.33,3307.66
Northern Ireland (UK) (NUTS 2021),2010,,118.0,,7116.0,11852.0,,,,23.0,56.0,,,498.0,1349.0,1451.0,1370.0,,1868.0,2823.0,23579.0,742.0,52845.0,,6.56,,395.55,658.8,,,,1.28,3.11,,,27.68,74.99,80.66,76.15,,103.83,156.92,1310.66,41.24,2937.43
Northern Ireland (UK) (NUTS 2021),2011,,111.0,,6957.0,11242.0,,,,23.0,66.0,,,548.0,1269.0,1446.0,1292.0,,1840.0,2412.0,24480.0,806.0,52492.0,,6.13,,384.46,621.26,,,,1.27,3.65,,,30.28,70.13,79.91,71.4,,101.68,133.29,1352.83,44.54,2900.83
Northern Ireland (UK) (NUTS 2021),2012,,116.0,,5868.0,9521.0,,,,21.0,45.0,,,503.0,1040.0,1278.0,1356.0,,1859.0,2101.0,23824.0,912.0,48444.0,,6.38,,322.61,523.44,,,,1.15,2.47,,,27.65,57.18,70.26,74.55,,102.2,115.51,1309.78,50.14,2663.32
Northern Ireland (UK) (NUTS 2021),2013,,102.0,,5804.0,9125.0,,,,20.0,59.0,,,543.0,969.0,1093.0,987.0,,2153.0,2121.0,27289.0,4446.0,54711.0,,5.58,,317.74,499.55,,,,1.09,3.23,,,29.73,53.05,59.84,54.03,,117.87,116.11,1493.93,243.4,2995.15
Northern Ireland (UK) (NUTS 2021),2014,,111.0,,5713.0,8889.0,,,,17.0,44.0,,,687.0,906.0,1172.0,1155.0,,2582.0,2025.0,26831.0,4950.0,55082.0,,6.04,,310.95,483.81,,,,0.93,2.39,,,37.39,49.31,63.79,62.86,,140.53,110.22,1460.35,269.42,2997.99
Northern Ireland (UK) (NUTS 2021),2015,,112.0,,6101.0,9166.0,,,,24.0,65.0,,,753.0,810.0,1206.0,1302.0,,2910.0,1697.0,25707.0,5381.0,55234.0,,6.06,,330.3,496.24,,,,1.3,3.52,,,40.79,43.87,65.29,70.52,,157.62,91.92,1392.41,291.46,2991.3
Northern Ireland (UK) (NUTS 2021),2016,,78.0,,4963.0,7394.0,,,,18.0,81.0,,,829.0,673.0,1111.0,1365.0,,3182.0,1560.0,24041.0,5492.0,50787.0,,4.2,,267.04,397.84,,,,0.97,4.36,,,44.6,36.24,59.78,73.5,,171.35,84.0,1294.58,295.74,2734.2
Northern Ireland (UK) (NUTS 2021),2017,,99.0,,,6820.0,,,,24.0,67.0,,,952.0,567.0,1053.0,1415.0,,3356.0,1409.0,23407.0,6246.0,45415.0,,5.3,,,365.36,,,,1.29,3.59,,,51.0,30.38,56.41,75.8,,179.79,75.48,1253.97,334.61,2432.98
Northern Ireland (UK) (NUTS 2021),2018,,74.0,,,6388.0,,,,23.0,82.0,,,1090.0,621.0,1063.0,1463.0,,3621.0,1452.0,24178.0,6828.0,46883.0,,3.94,,,340.52,,,,1.23,4.37,,,58.1,33.1,56.66,77.99,,193.02,77.4,1288.84,363.97,2499.1400000000003
Norway,2008,,49.0,,8125.0,22014.0,,,,34.0,,,,1452.0,1598.0,3279.0,1507.0,,3261.0,11901.0,150703.0,36137.0,240060.0,,1.03,,171.52,464.71,,,,0.72,,,,30.65,33.73,69.22,31.81,,68.83,251.23,3181.29,762.84,5067.58
Norway,2009,,46.0,,9035.0,23676.0,,,,29.0,,,,1481.0,1776.0,3093.0,1445.0,,3239.0,12014.0,160063.0,37756.0,253653.0,,0.96,,188.26,493.33,,,,0.6,,,,30.85,37.01,64.45,30.1,,67.48,250.33,3335.17,786.7,5285.24
Norway,2010,,47.0,,7284.0,21298.0,,,,29.0,,,,1446.0,1687.0,2925.0,1566.0,,3318.0,10858.0,151234.0,44015.0,245707.0,,0.97,,149.93,438.39,,,,0.6,,,,29.76,34.72,60.21,32.23,,68.29,223.5,3112.96,905.99,5057.549999999999
Norway,2011,,39.0,,5790.0,17983.0,,,,111.0,,,,1621.0,1623.0,2837.0,1663.0,,3612.0,9318.0,148128.0,41271.0,233996.0,,0.79,,117.68,365.49,,,,2.26,,,,32.94,32.99,57.66,33.79,,73.41,189.38,3010.55,838.78,4755.72
Norway,2012,,50.0,,5987.0,17391.0,,,,27.0,,,,1646.0,1484.0,2781.0,1585.0,,3576.0,7953.0,155365.0,44148.0,241993.0,,1.0,,120.08,348.81,,,,0.54,,,,33.01,29.76,55.78,31.78,,71.72,159.51,3116.11,885.46,4853.56
Norway,2013,,57.0,,5458.0,15740.0,,,,47.0,,,,1594.0,1667.0,2566.0,1631.0,,3526.0,6634.0,145940.0,47286.0,232146.0,,1.13,,108.05,311.6,,,,0.93,,,,31.56,33.0,50.8,32.29,,69.8,131.33,2889.17,936.12,4595.78
Norway,2014,,60.0,,5035.0,14890.0,,,,29.0,,,,1630.0,1063.0,2377.0,1807.0,,3746.0,6586.0,132018.0,45368.0,214609.0,,1.17,,98.57,291.51,,,,0.57,,,,31.91,20.81,46.54,35.38,,73.34,128.94,2584.55,888.18,4201.47
Norway,2015,,61.0,,,,,,,24.0,,,,1904.0,930.0,2239.0,2118.0,,4359.0,5365.0,114828.0,41598.0,173426.0,,1.18,,,,,,,0.46,,,,36.85,18.0,43.34,40.99,,84.37,103.84,2222.55,805.15,3356.73
Norway,2016,,41.0,,,,412.0,46.0,21361.0,27.0,,114.0,,2235.0,810.0,2199.0,2925.0,571.0,5560.0,4468.0,104507.0,36184.0,181460.0,,0.79,,,,7.9,0.88,409.94,0.52,,2.19,,42.89,15.54,42.2,56.13,10.96,106.7,85.75,2005.61,694.41,3482.41
Norway,2017,,49.0,,,,909.0,82.0,19875.0,28.0,,116.0,,2308.0,781.0,2112.0,2897.0,1106.0,5635.0,4057.0,94179.0,33585.0,167719.0,,0.93,,,,17.29,1.56,377.97,0.53,,2.21,,43.89,14.85,40.16,55.09,21.03,107.16,77.15,1791.05,638.7,3189.5699999999997
Norway,2018,,70.0,,,,1239.0,36.0,22532.0,25.0,,94.0,,2564.0,788.0,1968.0,2734.0,1471.0,5796.0,4062.0,92320.0,31633.0,167332.0,,1.32,,,,23.4,0.68,425.48,0.47,,1.78,,48.42,14.88,37.16,51.63,27.78,109.45,76.7,1743.33,597.34,3159.82
Norway,2019,,68.0,,,,852.0,47.0,21032.0,28.0,,140.0,,2197.0,881.0,2129.0,2491.0,1044.0,5065.0,3861.0,94544.0,28793.0,163172.0,,1.28,,,,15.99,0.88,394.73,0.53,,2.63,,41.23,16.53,39.96,46.75,19.59,95.06,72.46,1774.4,540.39,3062.4100000000003
Norway,2020,,87.0,,,,1054.0,40.0,18998.0,31.0,,157.0,,2234.0,958.0,1786.0,2389.0,1259.0,5060.0,4061.0,86519.0,25798.0,150431.0,,1.62,,,,19.64,0.75,353.94,0.58,,2.92,,41.62,17.85,33.27,44.51,23.46,94.27,75.66,1611.88,480.63,2802.6000000000004
Norway,2021,,83.0,,,,1510.0,31.0,18928.0,29.0,,184.0,,2471.0,766.0,1571.0,2799.0,1744.0,5775.0,3146.0,79133.0,17518.0,135688.0,,1.54,,,,28.01,0.57,351.08,0.54,,3.41,,45.83,14.21,29.14,51.92,32.35,107.12,58.35,1467.77,324.93,2516.77
Norway,2022,,77.0,,,,,41.0,23048.0,30.0,,188.0,,2254.0,904.0,1932.0,2511.0,1749.0,5179.0,4018.0,99312.0,14954.0,156197.0,,1.42,,,,,0.76,424.83,0.55,,3.47,,41.55,16.66,35.61,46.28,32.24,95.46,74.06,1830.54,275.64,2879.07
Poland,2008,,298.0,,20892.0,124066.0,,,,460.0,37.0,,,1611.0,21085.0,,,,,17669.0,214414.0,57382.0,457914.0,,0.78,,54.81,325.5,,,,1.21,0.1,,,4.23,55.32,,,,,46.36,562.54,150.55,1201.3999999999999
Poland,2009,,266.0,,22194.0,135383.0,,,,493.0,59.0,,,1530.0,19267.0,12559.0,,,,17271.0,208194.0,68288.0,485504.0,,0.7,,58.2,355.0,,,,1.29,0.15,,,4.01,50.52,32.93,,,,45.29,545.93,179.06,1273.08
Poland,2010,,241.0,,24123.0,140085.0,,,,436.0,26.0,,,1567.0,19359.0,11011.0,,,,16539.0,203916.0,72375.0,489678.0,,0.63,,63.44,368.42,,,,1.15,0.07,,,4.12,50.91,28.96,,,,43.5,536.3,190.34,1287.84
Poland,2011,,209.0,,25544.0,135611.0,,,,449.0,11.0,,,1498.0,17729.0,10703.0,,,,16575.0,230247.0,74535.0,513111.0,,0.55,,67.11,356.28,,,,1.18,0.03,,,3.94,46.58,28.12,,,,43.55,604.91,195.82,1348.07
Poland,2012,,201.0,,26825.0,127961.0,,,,377.0,316.0,,,1432.0,16685.0,9721.0,,,,16230.0,230751.0,76358.0,506857.0,,0.53,,70.47,336.18,,,,0.99,0.83,,,3.76,43.83,25.54,,,,42.64,606.22,200.6,1331.59
Poland,2013,,233.0,,22881.0,118534.0,,,,296.0,445.0,,,786.0,19533.0,9118.0,434.0,,3055.0,18234.0,212143.0,71939.0,477631.0,,0.61,,60.11,311.42,,,,0.78,1.17,,,2.07,51.32,23.96,1.14,,8.03,47.91,557.35,189.0,1254.87
Poland,2014,,210.0,,12563.0,106896.0,,,,282.0,292.0,,,793.0,13868.0,8248.0,384.0,,2931.0,17083.0,168567.0,63806.0,395923.0,,0.55,,33.04,281.17,,,,0.74,0.77,,,2.09,36.48,21.7,1.01,,7.71,44.93,443.39,167.83,1041.4099999999999
Poland,2015,,172.0,,11415.0,94680.0,,,,287.0,246.0,,,657.0,10210.0,6957.0,421.0,,2755.0,15310.0,145212.0,55018.0,343340.0,,0.45,,30.04,249.12,,,,0.76,0.65,,,1.73,26.86,18.31,1.11,,7.25,40.28,382.08,144.76,903.3999999999999
Poland,2016,3130.0,170.0,6166.0,,79928.0,1997.0,7092.0,108647.0,256.0,,338.0,485.0,791.0,9634.0,7621.0,513.0,3071.0,3155.0,14340.0,126392.0,60449.0,434175.0,8.24,0.45,16.24,,210.52,5.26,18.68,286.16,0.67,,0.89,1.28,2.08,25.37,20.07,1.35,8.09,8.31,37.77,332.9,159.21,1143.54
Poland,2017,2873.0,221.0,5013.0,21120.0,67712.0,1927.0,7417.0,129038.0,278.0,,371.0,576.0,718.0,8114.0,7304.0,456.0,3292.0,3221.0,12449.0,106923.0,64652.0,443675.0,7.57,0.58,13.2,55.62,178.32,5.07,19.53,339.82,0.73,,0.98,1.52,1.89,21.37,19.23,1.2,8.67,8.48,32.78,281.58,170.26,1168.3999999999999
Poland,2018,2852.0,230.0,8989.0,19390.0,69148.0,3490.0,10036.0,117430.0,265.0,,479.0,457.0,756.0,6801.0,6610.0,417.0,4681.0,3328.0,10971.0,98833.0,60073.0,425236.0,7.51,0.61,23.67,51.06,182.08,9.19,26.43,309.22,0.7,,1.26,1.2,1.99,17.91,17.41,1.1,12.33,8.76,28.89,260.25,158.18,1119.7500000000002
Poland,2019,5540.0,293.0,4085.0,18821.0,71392.0,13615.0,6241.0,140031.0,205.0,,1290.0,493.0,710.0,6473.0,6412.0,576.0,14709.0,3560.0,10881.0,102585.0,66831.0,474743.0,14.59,0.77,10.76,49.56,188.01,35.85,16.44,368.77,0.54,,3.4,1.3,1.87,17.05,16.89,1.52,38.74,9.38,28.65,270.15,176.0,1250.2399999999998
Poland,2020,6115.0,329.0,5065.0,18265.0,74502.0,5367.0,7505.0,138187.0,261.0,,649.0,872.0,568.0,5288.0,5377.0,360.0,6539.0,2939.0,11089.0,98519.0,66550.0,454346.0,16.11,0.87,13.34,48.12,196.27,14.14,19.77,364.05,0.69,,1.71,2.3,1.5,13.93,14.17,0.95,17.23,7.74,29.21,259.55,175.32,1196.97
Poland,2021,6171.0,314.0,4957.0,17902.0,73474.0,4005.0,6109.0,176910.0,265.0,,849.0,896.0,582.0,4874.0,4815.0,353.0,5680.0,3214.0,10540.0,108720.0,69623.0,500253.0,16.31,0.83,13.1,47.31,194.17,10.58,16.14,467.52,0.7,,2.24,2.37,1.54,12.88,12.72,0.93,15.01,8.49,27.85,287.32,183.99,1322.0
Poland,2022,7290.0,239.0,3072.0,,70256.0,,5373.0,174543.0,258.0,,1055.0,1083.0,590.0,4832.0,5132.0,358.0,5436.0,3372.0,9123.0,120901.0,70106.0,483019.0,19.36,0.63,8.16,,186.58,,14.27,463.54,0.69,,2.8,2.88,1.57,12.83,13.63,0.95,14.44,8.96,24.23,321.08,186.18,1282.7800000000002
Portugal,2008,,,,29663.0,53751.0,,,,124.0,492.0,,,314.0,20854.0,760.0,1937.0,,2251.0,25274.0,126956.0,3729.0,266105.0,,,,281.08,509.33,,,,1.17,4.66,,,2.98,197.61,7.2,18.35,,21.33,239.49,1202.99,35.33,2521.5199999999995
Portugal,2009,,,,26045.0,49317.0,,,,130.0,539.0,,,377.0,20472.0,724.0,2179.0,,2556.0,22539.0,121199.0,4267.0,250344.0,,,,246.57,466.88,,,,1.23,5.1,,,3.57,193.81,6.85,20.63,,24.2,213.38,1147.39,40.4,2370.01
Portugal,2010,,,,26653.0,50650.0,,,,124.0,501.0,,,424.0,20442.0,863.0,1782.0,,2206.0,20310.0,95064.0,4555.0,223574.0,,,,252.07,479.03,,,,1.17,4.74,,,4.01,193.33,8.16,16.85,,20.86,192.08,899.08,43.08,2114.46
Portugal,2011,,,,28307.0,52086.0,,,,114.0,507.0,,,374.0,20372.0,812.0,1808.0,,2182.0,19500.0,98398.0,4214.0,228674.0,,,,267.74,492.65,,,,1.08,4.8,,,3.54,192.68,7.68,17.1,,20.64,184.44,930.68,39.86,2162.89
Portugal,2012,,,,25151.0,43843.0,,,,122.0,419.0,,,375.0,18514.0,701.0,1759.0,,2134.0,15900.0,102271.0,4638.0,215827.0,,,,238.57,415.87,,,,1.16,3.97,,,3.56,175.61,6.65,16.69,,20.24,150.82,970.09,43.99,2047.22
Portugal,2013,,,,22206.0,38390.0,,,,144.0,432.0,,,345.0,16590.0,580.0,1791.0,,2136.0,14799.0,94902.0,4650.0,196965.0,,,,211.74,366.06,,,,1.37,4.12,,,3.29,158.19,5.53,17.08,,20.37,141.11,904.92,44.34,1878.12
Portugal,2014,,,,19312.0,34612.0,,,,92.0,376.0,,,374.0,15594.0,542.0,1957.0,,2331.0,13723.0,91041.0,4751.0,184705.0,,,,185.21,331.94,,,,0.88,3.61,,,3.59,149.55,5.2,18.77,,22.35,131.61,873.1,45.56,1771.37
Portugal,2015,,,,16186.0,29386.0,,,,100.0,369.0,,,375.0,15472.0,469.0,2070.0,,2445.0,12017.0,98434.0,5298.0,182621.0,,,,156.01,283.24,,,,0.96,3.56,,,3.61,149.13,4.52,19.95,,23.57,115.83,948.78,51.07,1760.23
Portugal,2016,801.0,,69.0,14369.0,26193.0,,152.0,19482.0,66.0,296.0,18.0,10.0,335.0,13313.0,521.0,2138.0,,2473.0,11531.0,89305.0,5746.0,186818.0,7.75,,0.67,138.95,253.28,,1.47,188.39,0.64,2.86,0.17,0.1,3.24,128.74,5.04,20.67,,23.91,111.5,863.57,55.56,1806.5099999999998
Portugal,2017,976.0,,84.0,12300.0,22873.0,,176.0,22933.0,76.0,292.0,25.0,10.0,408.0,11885.0,584.0,2130.0,,2538.0,10254.0,88541.0,6481.0,182566.0,9.47,,0.81,119.31,221.86,,1.71,222.44,0.74,2.83,0.24,0.1,3.96,115.28,5.66,20.66,,24.62,99.46,858.82,62.86,1770.8300000000002
Portugal,2018,924.0,,71.0,12161.0,22832.0,,166.0,23917.0,81.0,273.0,31.0,6.0,421.0,10545.0,579.0,2042.0,158.0,2463.0,9864.0,87569.0,6540.0,180643.0,8.98,,0.69,118.17,221.86,,1.61,232.41,0.79,2.65,0.3,0.06,4.09,102.47,5.63,19.84,1.54,23.93,95.85,850.93,63.55,1755.35
Portugal,2019,1319.0,,70.0,10961.0,21432.0,,170.0,30976.0,73.0,338.0,36.0,8.0,431.0,10926.0,661.0,2270.0,261.0,2701.0,9376.0,82120.0,5749.0,179878.0,12.83,,0.68,106.66,208.55,,1.65,301.42,0.71,3.29,0.35,0.08,4.19,106.32,6.43,22.09,2.54,26.28,91.24,799.1,55.94,1750.35
Portugal,2020,1672.0,,62.0,9168.0,19133.0,,154.0,37003.0,81.0,254.0,47.0,5.0,315.0,8976.0,576.0,2119.0,499.0,2434.0,8684.0,65159.0,3966.0,160307.0,16.24,,0.6,89.05,185.83,,1.5,359.4,0.79,2.47,0.46,0.05,3.06,87.18,5.59,20.58,4.85,23.64,84.34,632.86,38.52,1557.01
Portugal,2021,1496.0,,100.0,8420.0,16406.0,,212.0,40205.0,82.0,229.0,51.0,3.0,397.0,7894.0,629.0,2322.0,473.0,2719.0,7485.0,63954.0,4441.0,157518.0,14.53,,0.97,81.76,159.31,,2.06,390.41,0.8,2.22,0.5,0.03,3.86,76.65,6.11,22.55,4.59,26.4,72.68,621.02,43.12,1529.57
Portugal,2022,2219.0,,56.0,9276.0,16941.0,,175.0,44668.0,75.0,250.0,49.0,6.0,519.0,8808.0,741.0,2505.0,409.0,3024.0,8096.0,73365.0,6459.0,177641.0,21.44,,0.54,89.61,163.65,,1.69,431.49,0.72,2.41,0.47,0.06,5.01,85.08,7.16,24.2,3.95,29.21,78.21,708.7,62.39,1715.9900000000002
Romania,2008,,410.0,,10285.0,10285.0,,,,470.0,265.0,,,1016.0,2464.0,9457.0,550.0,,1566.0,2355.0,41874.0,3621.0,84618.0,,1.99,,49.84,49.84,,,,2.28,1.28,,,4.92,11.94,45.83,2.67,,7.59,11.41,202.92,17.55,410.06
Romania,2009,,387.0,,11574.0,11574.0,,,,397.0,,,,1007.0,2541.0,9072.0,598.0,,1605.0,2967.0,49398.0,3228.0,94348.0,,1.89,,56.62,56.62,,,,1.94,,,,4.93,12.43,44.38,2.93,,7.85,14.52,241.67,15.79,461.57
Romania,2010,,513.0,,14197.0,14197.0,,,,404.0,321.0,,,897.0,2484.0,12301.0,589.0,,1486.0,2531.0,48828.0,3852.0,102600.0,,2.39,,66.15,66.15,,,,1.88,1.5,,,4.18,11.57,57.31,2.74,,6.92,11.79,227.51,17.95,478.03999999999996
Romania,2011,,502.0,,16311.0,16311.0,,,,335.0,307.0,,,780.0,2251.0,12299.0,545.0,,1325.0,1881.0,47322.0,3456.0,103625.0,,2.34,,76.17,76.17,,,,1.56,1.43,,,3.64,10.51,57.43,2.55,,6.19,8.78,220.99,16.14,483.9
Romania,2012,,591.0,,15292.0,19526.0,,,,378.0,391.0,,,895.0,3193.0,17219.0,646.0,,1541.0,1627.0,56732.0,2872.0,120903.0,,2.94,,76.09,97.16,,,,1.88,1.95,,,4.45,15.89,85.68,3.21,,7.67,8.1,282.3,14.29,601.61
Romania,2013,,595.0,,15085.0,19573.0,,,,336.0,310.0,,,978.0,2933.0,17572.0,745.0,,1736.0,2892.0,57557.0,2459.0,122771.0,,2.97,,75.35,97.77,,,,1.68,1.55,,,4.89,14.65,87.77,3.72,,8.67,14.45,287.5,12.28,613.25
Romania,2014,,492.0,,25592.0,51116.0,,,,298.0,290.0,,,875.0,6418.0,2279.0,641.0,,1516.0,5428.0,164396.0,2407.0,261748.0,,2.47,,128.3,256.26,,,,1.49,1.45,,,4.39,32.17,11.43,3.21,,7.6,27.21,824.15,12.07,1312.1999999999998
Romania,2015,,482.0,,15115.0,29562.0,,,,291.0,295.0,,,1016.0,3358.0,299.0,80.0,,1740.0,4659.0,108439.0,5053.0,170389.0,,2.43,,76.07,148.77,,,,1.46,1.48,,,5.11,16.9,1.5,0.4,,8.76,23.45,545.72,25.42,857.47
Romania,2016,,438.0,1173.0,14835.0,27332.0,,1401.0,,247.0,346.0,954.0,1051.0,940.0,3096.0,304.0,99.0,,1789.0,1364.0,92099.0,4473.0,151941.0,,2.22,5.94,75.07,138.32,,7.09,,1.25,1.75,4.83,5.32,4.76,15.67,1.54,0.5,,9.05,6.9,466.08,22.63,768.92
Romania,2017,1074.0,384.0,855.0,14477.0,27177.0,241.0,5435.0,10201.0,256.0,311.0,636.0,969.0,1385.0,3163.0,272.0,143.0,532.0,1528.0,2927.0,96154.0,6129.0,174249.0,5.47,1.95,4.35,73.7,138.35,1.23,27.67,51.93,1.3,1.58,3.24,4.93,7.05,16.1,1.38,0.73,2.71,7.78,14.9,489.47,31.2,887.02
Romania,2018,1320.0,445.0,658.0,16584.0,30459.0,222.0,4379.0,10497.0,267.0,304.0,438.0,687.0,1463.0,3275.0,252.0,288.0,545.0,1751.0,2088.0,100407.0,8486.0,184815.0,6.76,2.28,3.37,84.91,155.96,1.14,22.42,53.74,1.37,1.56,2.24,3.52,7.49,16.77,1.29,1.47,2.79,8.97,10.69,514.1,43.44,946.2800000000002
Romania,2019,1226.0,361.0,647.0,16583.0,29144.0,363.0,4090.0,11341.0,255.0,353.0,642.0,546.0,1561.0,3466.0,283.0,351.0,711.0,1912.0,5952.0,66801.0,8101.0,154689.0,6.31,1.86,3.33,85.42,150.11,1.87,21.07,58.42,1.31,1.82,3.31,2.81,8.04,17.85,1.46,1.81,3.66,9.85,30.66,344.08,41.73,796.7800000000001
Romania,2020,1203.0,335.0,679.0,15258.0,25741.0,498.0,3414.0,11222.0,256.0,286.0,240.0,489.0,1595.0,3849.0,229.0,319.0,878.0,1914.0,5851.0,62077.0,6610.0,142943.0,6.22,1.73,3.51,78.94,133.17,2.58,17.66,58.06,1.32,1.48,1.24,2.53,8.25,19.91,1.18,1.65,4.54,9.9,30.27,321.16,34.2,739.5
Romania,2021,1502.0,300.0,763.0,15042.0,26016.0,467.0,4017.0,11920.0,191.0,343.0,260.0,589.0,1950.0,3412.0,182.0,395.0,961.0,2345.0,5659.0,64509.0,7819.0,148642.0,7.82,1.56,3.97,78.34,135.49,2.43,20.92,62.08,0.99,1.79,1.35,3.07,10.16,17.77,0.95,2.06,5.0,12.21,29.47,335.96,40.72,774.1099999999999
Romania,2022,2157.0,299.0,429.0,14871.0,25449.0,,3935.0,12269.0,174.0,406.0,323.0,516.0,2244.0,3070.0,227.0,450.0,1271.0,2694.0,5239.0,59293.0,9243.0,144559.0,11.33,1.57,2.25,78.09,133.64,,20.66,64.43,0.91,2.13,1.7,2.71,11.78,16.12,1.19,2.36,6.67,14.15,27.51,311.37,48.54,759.1099999999999
Scotland (NUTS 2021),2008,,698.0,,17223.0,25496.0,,,,95.0,319.0,,,821.0,2963.0,79892.0,3690.0,,4811.0,11551.0,117033.0,10315.0,274907.0,,13.46,,332.11,491.63,,,,1.83,6.15,,,15.83,57.13,1540.54,71.15,,86.98,222.74,2256.72,198.9,5295.17
Scotland (NUTS 2021),2009,,614.0,,16727.0,23774.0,,,,84.0,269.0,,,884.0,2496.0,5621.0,3966.0,,4850.0,9304.0,115891.0,9901.0,194381.0,,11.77,,320.63,455.71,,,,1.61,5.16,,,16.94,47.84,107.75,76.02,,92.97,178.34,2221.44,189.79,3725.9700000000003
Scotland (NUTS 2021),2010,,518.0,,17657.0,25017.0,,,,100.0,260.0,,,997.0,2557.0,5493.0,4235.0,,5232.0,8716.0,107894.0,7138.0,185814.0,,9.87,,336.54,476.83,,,,1.91,4.96,,,19.0,48.74,104.7,80.72,,99.72,166.13,2056.47,136.05,3541.64
Scotland (NUTS 2021),2011,,542.0,,17375.0,24222.0,,,,93.0,219.0,,,1183.0,2244.0,4693.0,5049.0,,6232.0,7060.0,108956.0,6684.0,184552.0,,10.26,,329.04,458.7,,,,1.76,4.15,,,22.4,42.5,88.87,95.61,,118.02,133.7,2063.33,126.58,3494.92
Scotland (NUTS 2021),2012,,403.0,,15656.0,21515.0,,,,63.0,227.0,,,1372.0,1832.0,3643.0,5362.0,,6734.0,5731.0,94551.0,5431.0,162520.0,,7.59,,295.05,405.46,,,,1.19,4.28,,,25.86,34.53,68.65,101.05,,126.91,108.0,1781.88,102.35,3062.7999999999997
